BRITE,KO,,,
ko04147 Exosome,ko:K08515,,,
ko04147 Exosome,ko:K09490,,,
ko04147 Exosome,ko:K09493,,,
ko04147 Exosome,ko:K09494,,,
ko04147 Exosome,ko:K09495,,,
ko04147 Exosome,ko:K09496,,,
ko04147 Exosome,ko:K09497,,,
ko04147 Exosome,ko:K09498,,,
ko04147 Exosome,ko:K09499,,,
ko04147 Exosome,ko:K09864,,,
ko04147 Exosome,ko:K09580,,,
ko04147 Exosome,ko:K10413,,,
ko04147 Exosome,ko:K10364,,,
ko04147 Exosome,ko:K10396,,,
ko04147 Exosome,ko:K10358,,,
ko04147 Exosome,ko:K11251,,,
ko04147 Exosome,ko:K11252,,,
ko04147 Exosome,ko:K11253,,,
ko04147 Exosome,ko:K10802,,,
ko04147 Exosome,ko:K11295,,,
ko04147 Exosome,ko:K11296,,,
ko04147 Exosome,ko:K12483,,,
ko04147 Exosome,ko:K12477,,,
ko04147 Exosome,ko:K12197,,,
ko04147 Exosome,ko:K12191,,,
ko04147 Exosome,ko:K12194,,,
ko04147 Exosome,ko:K11836,,,
ko04147 Exosome,ko:K12348,,,
ko04147 Exosome,ko:K12309,,,
ko04147 Exosome,ko:K12189,,,
ko04147 Exosome,ko:K12193,,,
ko04147 Exosome,ko:K12383,,,
ko04147 Exosome,ko:K11824,,,
ko04147 Exosome,ko:K12567,,,
ko04147 Exosome,ko:K13279,,,
ko04147 Exosome,ko:K13525,,,
ko04147 Exosome,ko:K13822,,,
ko04147 Exosome,ko:K13289,,,
ko04147 Exosome,ko:K13857,,,
ko04147 Exosome,ko:K14454,,,
ko04147 Exosome,ko:K14347,,,
ko04147 Exosome,ko:K14683,,,
ko04147 Exosome,ko:K14753,,,
ko04147 Exosome,ko:K14381,,,
ko04147 Exosome,ko:K15377,,,
ko04147 Exosome,ko:K16197,,,
ko04147 Exosome,ko:K17255,,,
ko04147 Exosome,ko:K17260,,,
ko04147 Exosome,ko:K17261,,,
ko04147 Exosome,ko:K17065,,,
ko04147 Exosome,ko:K17080,,,
ko04147 Exosome,ko:K17262,,,
ko04147 Exosome,ko:K17263,,,
ko04147 Exosome,ko:K17095,,,
ko04147 Exosome,ko:K17266,,,
ko04147 Exosome,ko:K17267,,,
ko04147 Exosome,ko:K17268,,,
ko04147 Exosome,ko:K17086,,,
ko04147 Exosome,ko:K17087,,,
ko04147 Exosome,ko:K16794,,,
ko04147 Exosome,ko:K17275,,,
ko04147 Exosome,ko:K17276,,,
ko04147 Exosome,ko:K17278,,,
ko04147 Exosome,ko:K17284,,,
ko04147 Exosome,ko:K17081,,,
ko04147 Exosome,ko:K16575,,,
ko04147 Exosome,ko:K17285,,,
ko04147 Exosome,ko:K18246,,,
ko04147 Exosome,ko:K18272,,,
ko04147 Exosome,ko:K17299,,,
ko04147 Exosome,ko:K17301,,,
ko04147 Exosome,ko:K17302,,,
ko04147 Exosome,ko:K17307,,,
ko04147 Exosome,ko:K18647,,,
ko04147 Exosome,ko:K20011,,,
ko04147 Exosome,ko:K21073,,,
ko04147 Exosome,ko:K21456,,,
ko01002 Peptidases and inhibitors,ko:K00265,,,
ko01002 Peptidases and inhibitors,ko:K00284,,,
ko01002 Peptidases and inhibitors,ko:K00820,,,
ko01002 Peptidases and inhibitors,ko:K00681,,,
ko01002 Peptidases and inhibitors,ko:K01275,,,
ko01002 Peptidases and inhibitors,ko:K01304,,,
ko01002 Peptidases and inhibitors,ko:K01307,,,
ko01002 Peptidases and inhibitors,ko:K01256,,,
ko01002 Peptidases and inhibitors,ko:K01298,,,
ko01002 Peptidases and inhibitors,ko:K01291,,,
ko01002 Peptidases and inhibitors,ko:K01300,,,
ko01002 Peptidases and inhibitors,ko:K01294,,,
ko01002 Peptidases and inhibitors,ko:K01292,,,
ko01002 Peptidases and inhibitors,ko:K01255,,,
ko01002 Peptidases and inhibitors,ko:K01267,,,
ko01002 Peptidases and inhibitors,ko:K01265,,,
ko01002 Peptidases and inhibitors,ko:K01262,,,
ko01002 Peptidases and inhibitors,ko:K01277,,,
ko01002 Peptidases and inhibitors,ko:K01312,,,
ko01002 Peptidases and inhibitors,ko:K01280,,,
ko01002 Peptidases and inhibitors,ko:K01288,,,
ko01002 Peptidases and inhibitors,ko:K01285,,,
ko01002 Peptidases and inhibitors,ko:K01276,,,
ko01002 Peptidases and inhibitors,ko:K01054,,,
ko01002 Peptidases and inhibitors,ko:K01279,,,
ko01002 Peptidases and inhibitors,ko:K01377,,,
ko01002 Peptidases and inhibitors,ko:K01378,,,
ko01002 Peptidases and inhibitors,ko:K01379,,,
ko01002 Peptidases and inhibitors,ko:K01382,,,
ko01002 Peptidases and inhibitors,ko:K01381,,,
ko01002 Peptidases and inhibitors,ko:K01363,,,
ko01002 Peptidases and inhibitors,ko:K01373,,,
ko01002 Peptidases and inhibitors,ko:K01366,,,
ko01002 Peptidases and inhibitors,ko:K01371,,,
ko01002 Peptidases and inhibitors,ko:K01365,,,
ko01002 Peptidases and inhibitors,ko:K01374,,,
ko01002 Peptidases and inhibitors,ko:K01368,,,
ko01002 Peptidases and inhibitors,ko:K01367,,,
ko01002 Peptidases and inhibitors,ko:K01369,,,
ko01002 Peptidases and inhibitors,ko:K01392,,,
ko01002 Peptidases and inhibitors,ko:K01393,,,
ko01002 Peptidases and inhibitors,ko:K01414,,,
ko01002 Peptidases and inhibitors,ko:K01410,,,
ko01002 Peptidases and inhibitors,ko:K01404,,,
ko01002 Peptidases and inhibitors,ko:K01395,,,
ko01002 Peptidases and inhibitors,ko:K01408,,,
ko01002 Peptidases and inhibitors,ko:K01412,,,
ko01002 Peptidases and inhibitors,ko:K01316,,,
ko01002 Peptidases and inhibitors,ko:K01317,,,
ko01002 Peptidases and inhibitors,ko:K01315,,,
ko01002 Peptidases and inhibitors,ko:K01358,,,
ko01002 Peptidases and inhibitors,ko:K01338,,,
ko01002 Peptidases and inhibitors,ko:K01951,,,
ko01002 Peptidases and inhibitors,ko:K01948,,,
ko01002 Peptidases and inhibitors,ko:K02857,,,
ko01002 Peptidases and inhibitors,ko:K02730,,,
ko01002 Peptidases and inhibitors,ko:K02728,,,
ko01002 Peptidases and inhibitors,ko:K02725,,,
ko01002 Peptidases and inhibitors,ko:K02738,,,
ko01002 Peptidases and inhibitors,ko:K02739,,,
ko01002 Peptidases and inhibitors,ko:K02735,,,
ko01002 Peptidases and inhibitors,ko:K02734,,,
ko01002 Peptidases and inhibitors,ko:K02737,,,
ko01002 Peptidases and inhibitors,ko:K02736,,,
ko01002 Peptidases and inhibitors,ko:K02733,,,
ko01002 Peptidases and inhibitors,ko:K03030,,,
ko01002 Peptidases and inhibitors,ko:K03798,,,
ko01002 Peptidases and inhibitors,ko:K03799,,,
ko01002 Peptidases and inhibitors,ko:K04521,,,
ko01002 Peptidases and inhibitors,ko:K03853,,,
ko01002 Peptidases and inhibitors,ko:K04740,,,
ko01002 Peptidases and inhibitors,ko:K04771,,,
ko01002 Peptidases and inhibitors,ko:K04725,,,
ko01002 Peptidases and inhibitors,ko:K04087,,,
ko01002 Peptidases and inhibitors,ko:K05609,,,
ko01002 Peptidases and inhibitors,ko:K05610,,,
ko01002 Peptidases and inhibitors,ko:K06002,,,
ko01002 Peptidases and inhibitors,ko:K06224,,,
ko01002 Peptidases and inhibitors,ko:K06972,,,
ko01002 Peptidases and inhibitors,ko:K05994,,,
ko01002 Peptidases and inhibitors,ko:K06974,,,
ko01002 Peptidases and inhibitors,ko:K07747,,,
ko01002 Peptidases and inhibitors,ko:K07752,,,
ko01002 Peptidases and inhibitors,ko:K08245,,,
ko01002 Peptidases and inhibitors,ko:K08565,,,
ko01002 Peptidases and inhibitors,ko:K08568,,,
ko01002 Peptidases and inhibitors,ko:K08571,,,
ko01002 Peptidases and inhibitors,ko:K08573,,,
ko01002 Peptidases and inhibitors,ko:K08574,,,
ko01002 Peptidases and inhibitors,ko:K08577,,,
ko01002 Peptidases and inhibitors,ko:K08578,,,
ko01002 Peptidases and inhibitors,ko:K08582,,,
ko01002 Peptidases and inhibitors,ko:K08585,,,
ko01002 Peptidases and inhibitors,ko:K08597,,,
ko01002 Peptidases and inhibitors,ko:K08659,,,
ko01002 Peptidases and inhibitors,ko:K08606,,,
ko01002 Peptidases and inhibitors,ko:K08621,,,
ko01002 Peptidases and inhibitors,ko:K08624,,,
ko01002 Peptidases and inhibitors,ko:K08779,,,
ko01002 Peptidases and inhibitors,ko:K08780,,,
ko01002 Peptidases and inhibitors,ko:K08781,,,
ko01002 Peptidases and inhibitors,ko:K08637,,,
ko01002 Peptidases and inhibitors,ko:K08646,,,
ko01002 Peptidases and inhibitors,ko:K08654,,,
ko01002 Peptidases and inhibitors,ko:K08675,,,
ko01002 Peptidases and inhibitors,ko:K09597,,,
ko01002 Peptidases and inhibitors,ko:K09611,,,
ko01002 Peptidases and inhibitors,ko:K08956,,,
ko01002 Peptidases and inhibitors,ko:K08955,,,
ko01002 Peptidases and inhibitors,ko:K09614,,,
ko01002 Peptidases and inhibitors,ko:K09624,,,
ko01002 Peptidases and inhibitors,ko:K09640,,,
ko01002 Peptidases and inhibitors,ko:K09645,,,
ko01002 Peptidases and inhibitors,ko:K09649,,,
ko01002 Peptidases and inhibitors,ko:K09650,,,
ko01002 Peptidases and inhibitors,ko:K10586,,,
ko01002 Peptidases and inhibitors,ko:K11540,,,
ko01002 Peptidases and inhibitors,ko:K11836,,,
ko01002 Peptidases and inhibitors,ko:K11837,,,
ko01002 Peptidases and inhibitors,ko:K11835,,,
ko01002 Peptidases and inhibitors,ko:K11839,,,
ko01002 Peptidases and inhibitors,ko:K11833,,,
ko01002 Peptidases and inhibitors,ko:K11843,,,
ko01002 Peptidases and inhibitors,ko:K11838,,,
ko01002 Peptidases and inhibitors,ko:K11840,,,
ko01002 Peptidases and inhibitors,ko:K11841,,,
ko01002 Peptidases and inhibitors,ko:K11848,,,
ko01002 Peptidases and inhibitors,ko:K11855,,,
ko01002 Peptidases and inhibitors,ko:K11853,,,
ko01002 Peptidases and inhibitors,ko:K11988,,,
ko01002 Peptidases and inhibitors,ko:K11989,,,
ko01002 Peptidases and inhibitors,ko:K11990,,,
ko01002 Peptidases and inhibitors,ko:K11863,,,
ko01002 Peptidases and inhibitors,ko:K12348,,,
ko01002 Peptidases and inhibitors,ko:K11865,,,
ko01002 Peptidases and inhibitors,ko:K11866,,,
ko01002 Peptidases and inhibitors,ko:K12655,,,
ko01002 Peptidases and inhibitors,ko:K13022,,,
ko01002 Peptidases and inhibitors,ko:K13538,,,
ko01002 Peptidases and inhibitors,ko:K13537,,,
ko01002 Peptidases and inhibitors,ko:K13719,,,
ko01002 Peptidases and inhibitors,ko:K13720,,,
ko01002 Peptidases and inhibitors,ko:K13289,,,
ko01002 Peptidases and inhibitors,ko:K13963,,,
ko01002 Peptidases and inhibitors,ko:K14645,,,
ko01002 Peptidases and inhibitors,ko:K16292,,,
ko01002 Peptidases and inhibitors,ko:K16290,,,
ko01002 Peptidases and inhibitors,ko:K16296,,,
ko01002 Peptidases and inhibitors,ko:K16297,,,
ko01002 Peptidases and inhibitors,ko:K16298,,,
ko01002 Peptidases and inhibitors,ko:K16060,,,
ko01002 Peptidases and inhibitors,ko:K16061,,,
ko01002 Peptidases and inhibitors,ko:K17732,,,
ko01002 Peptidases and inhibitors,ko:K19305,,,
ko01002 Peptidases and inhibitors,ko:K20754,,,
ko01002 Peptidases and inhibitors,ko:K20756,,,
ko01002 Peptidases and inhibitors,ko:K21343,,,
ko02000 Transporters,ko:K15102,,,
ko02000 Transporters,ko:K15276,,,
ko02000 Transporters,ko:K00799,,,
ko02000 Transporters,ko:K01551,,,
ko02000 Transporters,ko:K02021,,,
ko02000 Transporters,ko:K02002,,,
ko02000 Transporters,ko:K01999,,,
ko02000 Transporters,ko:K02003,,,
ko02000 Transporters,ko:K02471,,,
ko02000 Transporters,ko:K02575,,,
ko02000 Transporters,ko:K02440,,,
ko02000 Transporters,ko:K03327,,,
ko02000 Transporters,ko:K03320,,,
ko02000 Transporters,ko:K03559,,,
ko02000 Transporters,ko:K03284,,,
ko02000 Transporters,ko:K03286,,,
ko02000 Transporters,ko:K03452,,,
ko02000 Transporters,ko:K03321,,,
ko02000 Transporters,ko:K05642,,,
ko02000 Transporters,ko:K05643,,,
ko02000 Transporters,ko:K05645,,,
ko02000 Transporters,ko:K05656,,,
ko02000 Transporters,ko:K05657,,,
ko02000 Transporters,ko:K05658,,,
ko02000 Transporters,ko:K05659,,,
ko02000 Transporters,ko:K05664,,,
ko02000 Transporters,ko:K05665,,,
ko02000 Transporters,ko:K05666,,,
ko02000 Transporters,ko:K05667,,,
ko02000 Transporters,ko:K05673,,,
ko02000 Transporters,ko:K05677,,,
ko02000 Transporters,ko:K05681,,,
ko02000 Transporters,ko:K05849,,,
ko02000 Transporters,ko:K05863,,,
ko02000 Transporters,ko:K05340,,,
ko02000 Transporters,ko:K06147,,,
ko02000 Transporters,ko:K06573,,,
ko02000 Transporters,ko:K06580,,,
ko02000 Transporters,ko:K06515,,,
ko02000 Transporters,ko:K06188,,,
ko02000 Transporters,ko:K06199,,,
ko02000 Transporters,ko:K06901,,,
ko02000 Transporters,ko:K08145,member,8,
ko02000 Transporters,ko:K08150,13,,
ko02000 Transporters,ko:K07114,,,
ko02000 Transporters,ko:K07238,,,
ko02000 Transporters,ko:K07300,,,
ko02000 Transporters,ko:K08193,"cotransporter),",other,
ko02000 Transporters,ko:K08202,member,5-Apr,
ko02000 Transporters,ko:K08746,,,
ko02000 Transporters,ko:K08772,,,
ko02000 Transporters,ko:K08748,,,
ko02000 Transporters,ko:K08749,,,
ko02000 Transporters,ko:K08220,,,
ko02000 Transporters,ko:K08176,,,
ko02000 Transporters,ko:K08151,,,
ko02000 Transporters,ko:K08714,,,
ko02000 Transporters,ko:K08720,,,
ko02000 Transporters,ko:K09864,,,
ko02000 Transporters,ko:K09872,,,
ko02000 Transporters,ko:K09873,,,
ko02000 Transporters,ko:K08994,,,
ko02000 Transporters,ko:K09884,,,
ko02000 Transporters,ko:K10716,,,
ko02000 Transporters,ko:K11085,,,
ko02000 Transporters,ko:K12301,"cotransporter),",member,5
ko02000 Transporters,ko:K12385,,,
ko02000 Transporters,ko:K13855,,,
ko02000 Transporters,ko:K13856,,,
ko02000 Transporters,ko:K13575,,,
ko02000 Transporters,ko:K13857,,,
ko02000 Transporters,ko:K13858,,,
ko02000 Transporters,ko:K13859,,,
ko02000 Transporters,ko:K13860,,,
ko02000 Transporters,ko:K13861,,,
ko02000 Transporters,ko:K13627,,,
ko02000 Transporters,ko:K13749,,,
ko02000 Transporters,ko:K13750,,,
ko02000 Transporters,ko:K13751,,,
ko02000 Transporters,ko:K13752,,,
ko02000 Transporters,ko:K13753,,,
ko02000 Transporters,ko:K13754,,,
ko02000 Transporters,ko:K13577,,,
ko02000 Transporters,ko:K13354,,,
ko02000 Transporters,ko:K13576,,,
ko02000 Transporters,ko:K13947,,,
ko02000 Transporters,ko:K14724,,,
ko02000 Transporters,ko:K14726,,,
ko02000 Transporters,ko:K14347,,,
ko02000 Transporters,ko:K14427,,,
ko02000 Transporters,ko:K14638,,,
ko02000 Transporters,ko:K14640,,,
ko02000 Transporters,ko:K14684,,,
ko02000 Transporters,ko:K14688,,,
ko02000 Transporters,ko:K14689,,,
ko02000 Transporters,ko:K14696,,,
ko02000 Transporters,ko:K14683,,,
ko02000 Transporters,ko:K14209,,,
ko02000 Transporters,ko:K14207,,,
ko02000 Transporters,ko:K14709,,,
ko02000 Transporters,ko:K14258,,,
ko02000 Transporters,ko:K15100,,,
ko02000 Transporters,ko:K15103,,,
ko02000 Transporters,ko:K15104,,,
ko02000 Transporters,ko:K15106,,,
ko02000 Transporters,ko:K15107,,,
ko02000 Transporters,ko:K15109,,,
ko02000 Transporters,ko:K15110,,,
ko02000 Transporters,ko:K15111,,,
ko02000 Transporters,ko:K15113,,,
ko02000 Transporters,ko:K15085,,,
ko02000 Transporters,ko:K15015,,,
ko02000 Transporters,ko:K15272,,,
ko02000 Transporters,ko:K15275,,,
ko02000 Transporters,ko:K15278,,,
ko02000 Transporters,ko:K15281,,,
ko02000 Transporters,ko:K15283,,,
ko02000 Transporters,ko:K15285,,,
ko02000 Transporters,ko:K15289,,,
ko02000 Transporters,ko:K14992,,,
ko02000 Transporters,ko:K14993,,,
ko02000 Transporters,ko:K14994,,,
ko02000 Transporters,ko:K14997,,,
ko02000 Transporters,ko:K15377,,,
ko02000 Transporters,ko:K15356,,,
ko02000 Transporters,ko:K15987,,,
ko02000 Transporters,ko:K16302,,,
ko02000 Transporters,ko:K18059,,,
ko02000 Transporters,ko:K17768,,,
ko02000 Transporters,ko:K17780,,,
ko02000 Transporters,ko:K17795,,,
ko02000 Transporters,ko:K17804,,,
ko02000 Transporters,ko:K17792,,,
ko02000 Transporters,ko:K19522,,,
ko02000 Transporters,ko:K20989,,,
ko02000 Transporters,ko:K21396,,,
ko02000 Transporters,ko:K21398,,,
ko02000 Transporters,ko:K22138,,,
ko02000 Transporters,ko:K22139,,,
ko02000 Transporters,ko:K21867,,,
ko02000 Transporters,ko:K21862,,,
ko02000 Transporters,ko:K21866,,,
ko02000 Transporters,ko:K21890,,,
ko02000 Transporters,ko:K21993,,,
ko02000 Transporters,ko:K21989,,,
ko02000 Transporters,ko:K21893,,,
ko02000 Transporters,ko:K21449,,,
ko04121 Ubiquitin system,ko:K04551,,,
ko04121 Ubiquitin system,ko:K08770,,,
ko04121 Ubiquitin system,ko:K02983,,,
ko04121 Ubiquitin system,ko:K15708,,,
ko04121 Ubiquitin system,ko:K10523,,,
ko04121 Ubiquitin system,ko:K01931,,,
ko04121 Ubiquitin system,ko:K02927,,,
ko04121 Ubiquitin system,ko:K02977,,,
ko04121 Ubiquitin system,ko:K03094,,,
ko04121 Ubiquitin system,ko:K03030,,,
ko04121 Ubiquitin system,ko:K03178,,,
ko04121 Ubiquitin system,ko:K03347,,,
ko04121 Ubiquitin system,ko:K03363,,,
ko04121 Ubiquitin system,ko:K03353,,,
ko04121 Ubiquitin system,ko:K03357,,,
ko04121 Ubiquitin system,ko:K04532,,,
ko04121 Ubiquitin system,ko:K04554,,,
ko04121 Ubiquitin system,ko:K04678,,,
ko04121 Ubiquitin system,ko:K04506,,,
ko04121 Ubiquitin system,ko:K04725,,,
ko04121 Ubiquitin system,ko:K03868,,,
ko04121 Ubiquitin system,ko:K03869,,,
ko04121 Ubiquitin system,ko:K04482,,,
ko04121 Ubiquitin system,ko:K05609,,,
ko04121 Ubiquitin system,ko:K05610,,,
ko04121 Ubiquitin system,ko:K06689,,,
ko04121 Ubiquitin system,ko:K06643,,,
ko04121 Ubiquitin system,ko:K06058,,,
ko04121 Ubiquitin system,ko:K08341,,,
ko04121 Ubiquitin system,ko:K08742,,,
ko04121 Ubiquitin system,ko:K08597,,,
ko04121 Ubiquitin system,ko:K10573,,,
ko04121 Ubiquitin system,ko:K10576,,,
ko04121 Ubiquitin system,ko:K10581,,,
ko04121 Ubiquitin system,ko:K10582,,,
ko04121 Ubiquitin system,ko:K10586,,,
ko04121 Ubiquitin system,ko:K10689,,,
ko04121 Ubiquitin system,ko:K10579,,,
ko04121 Ubiquitin system,ko:K10587,,,
ko04121 Ubiquitin system,ko:K10589,,,
ko04121 Ubiquitin system,ko:K10591,,,
ko04121 Ubiquitin system,ko:K10592,,,
ko04121 Ubiquitin system,ko:K10594,,,
ko04121 Ubiquitin system,ko:K10595,,,
ko04121 Ubiquitin system,ko:K10614,,,
ko04121 Ubiquitin system,ko:K10615,,,
ko04121 Ubiquitin system,ko:K10597,,,
ko04121 Ubiquitin system,ko:K10599,,,
ko04121 Ubiquitin system,ko:K10661,,,
ko04121 Ubiquitin system,ko:K10630,,,
ko04121 Ubiquitin system,ko:K10649,,,
ko04121 Ubiquitin system,ko:K10632,,,
ko04121 Ubiquitin system,ko:K10644,,,
ko04121 Ubiquitin system,ko:K10641,,,
ko04121 Ubiquitin system,ko:K10604,,,
ko04121 Ubiquitin system,ko:K10645,,,
ko04121 Ubiquitin system,ko:K10693,,,
ko04121 Ubiquitin system,ko:K10635,,,
ko04121 Ubiquitin system,ko:K10268,,,
ko04121 Ubiquitin system,ko:K10349,,,
ko04121 Ubiquitin system,ko:K10442,,,
ko04121 Ubiquitin system,ko:K10444,,,
ko04121 Ubiquitin system,ko:K10447,,,
ko04121 Ubiquitin system,ko:K10450,,,
ko04121 Ubiquitin system,ko:K10454,,,
ko04121 Ubiquitin system,ko:K10457,,,
ko04121 Ubiquitin system,ko:K10461,,,
ko04121 Ubiquitin system,ko:K10465,,,
ko04121 Ubiquitin system,ko:K10480,,,
ko04121 Ubiquitin system,ko:K10481,,,
ko04121 Ubiquitin system,ko:K10610,,,
ko04121 Ubiquitin system,ko:K10334,,,
ko04121 Ubiquitin system,ko:K10683,,,
ko04121 Ubiquitin system,ko:K12158,,,
ko04121 Ubiquitin system,ko:K12160,,,
ko04121 Ubiquitin system,ko:K12165,,,
ko04121 Ubiquitin system,ko:K12166,,,
ko04121 Ubiquitin system,ko:K12231,,,
ko04121 Ubiquitin system,ko:K11967,,,
ko04121 Ubiquitin system,ko:K11968,,,
ko04121 Ubiquitin system,ko:K11969,,,
ko04121 Ubiquitin system,ko:K11971,,,
ko04121 Ubiquitin system,ko:K11972,,,
ko04121 Ubiquitin system,ko:K11973,,,
ko04121 Ubiquitin system,ko:K11975,,,
ko04121 Ubiquitin system,ko:K11976,,,
ko04121 Ubiquitin system,ko:K11977,,,
ko04121 Ubiquitin system,ko:K12035,,,
ko04121 Ubiquitin system,ko:K11982,,,
ko04121 Ubiquitin system,ko:K12169,,,
ko04121 Ubiquitin system,ko:K11800,,,
ko04121 Ubiquitin system,ko:K11806,,,
ko04121 Ubiquitin system,ko:K11833,,,
ko04121 Ubiquitin system,ko:K11835,,,
ko04121 Ubiquitin system,ko:K11836,,,
ko04121 Ubiquitin system,ko:K11837,,,
ko04121 Ubiquitin system,ko:K11838,,,
ko04121 Ubiquitin system,ko:K11839,,,
ko04121 Ubiquitin system,ko:K11840,,,
ko04121 Ubiquitin system,ko:K11841,,,
ko04121 Ubiquitin system,ko:K11843,,,
ko04121 Ubiquitin system,ko:K11848,,,
ko04121 Ubiquitin system,ko:K11853,,,
ko04121 Ubiquitin system,ko:K11855,,,
ko04121 Ubiquitin system,ko:K11863,,,
ko04121 Ubiquitin system,ko:K11865,,,
ko04121 Ubiquitin system,ko:K11866,,,
ko04121 Ubiquitin system,ko:K12655,,,
ko04121 Ubiquitin system,ko:K13960,,,
ko04121 Ubiquitin system,ko:K13305,,,
ko04121 Ubiquitin system,ko:K14515,,,
ko04121 Ubiquitin system,ko:K16060,,,
ko04121 Ubiquitin system,ko:K16061,,,
ko04121 Ubiquitin system,ko:K15686,,,
ko04121 Ubiquitin system,ko:K15688,,,
ko04121 Ubiquitin system,ko:K16271,,,
ko04121 Ubiquitin system,ko:K15692,,,
ko04121 Ubiquitin system,ko:K15693,,,
ko04121 Ubiquitin system,ko:K15698,,,
ko04121 Ubiquitin system,ko:K15699,,,
ko04121 Ubiquitin system,ko:K15700,,,
ko04121 Ubiquitin system,ko:K15706,,,
ko04121 Ubiquitin system,ko:K15710,,,
ko04121 Ubiquitin system,ko:K15711,,,
ko04121 Ubiquitin system,ko:K16280,,,
ko04121 Ubiquitin system,ko:K16282,,,
ko04121 Ubiquitin system,ko:K17263,,,
ko04121 Ubiquitin system,ko:K17821,,,
ko04121 Ubiquitin system,ko:K17822,,,
ko04121 Ubiquitin system,ko:K19041,,,
ko04121 Ubiquitin system,ko:K19045,,,
ko04121 Ubiquitin system,ko:K19044,,,
ko04121 Ubiquitin system,ko:K22377,,,
ko04121 Ubiquitin system,ko:K22378,,,
ko04121 Ubiquitin system,ko:K22372,,,
ko04121 Ubiquitin system,ko:K21919,,,
ko04121 Ubiquitin system,ko:K22382,,,
ko04121 Ubiquitin system,ko:K21343,,,
ko03009 Ribosome biogenesis,ko:K03283,,,
ko03009 Ribosome biogenesis,ko:K14842,,,
ko03009 Ribosome biogenesis,ko:K14861,,,
ko03009 Ribosome biogenesis,ko:K02936,,,
ko03009 Ribosome biogenesis,ko:K03097,,,
ko03009 Ribosome biogenesis,ko:K03115,,,
ko03009 Ribosome biogenesis,ko:K03264,,,
ko03009 Ribosome biogenesis,ko:K03595,,,
ko03009 Ribosome biogenesis,ko:K03438,,,
ko03009 Ribosome biogenesis,ko:K03789,,,
ko03009 Ribosome biogenesis,ko:K06961,,,
ko03009 Ribosome biogenesis,ko:K06174,,,
ko03009 Ribosome biogenesis,ko:K06943,,,
ko03009 Ribosome biogenesis,ko:K06185,,,
ko03009 Ribosome biogenesis,ko:K06204,,,
ko03009 Ribosome biogenesis,ko:K06941,,,
ko03009 Ribosome biogenesis,ko:K06177,,,
ko03009 Ribosome biogenesis,ko:K06179,,,
ko03009 Ribosome biogenesis,ko:K06180,,,
ko03009 Ribosome biogenesis,ko:K07178,,,
ko03009 Ribosome biogenesis,ko:K07936,,,
ko03009 Ribosome biogenesis,ko:K07562,,,
ko03009 Ribosome biogenesis,ko:K07447,,,
ko03009 Ribosome biogenesis,ko:K09506,,,
ko03009 Ribosome biogenesis,ko:K09748,,,
ko03009 Ribosome biogenesis,ko:K09710,,,
ko03009 Ribosome biogenesis,ko:K10277,,,
ko03009 Ribosome biogenesis,ko:K11131,,,
ko03009 Ribosome biogenesis,ko:K11129,,,
ko03009 Ribosome biogenesis,ko:K11294,,,
ko03009 Ribosome biogenesis,ko:K11108,,,
ko03009 Ribosome biogenesis,ko:K11806,,,
ko03009 Ribosome biogenesis,ko:K11883,,,
ko03009 Ribosome biogenesis,ko:K12845,,,
ko03009 Ribosome biogenesis,ko:K13179,,,
ko03009 Ribosome biogenesis,ko:K13025,,,
ko03009 Ribosome biogenesis,ko:K12823,,,
ko03009 Ribosome biogenesis,ko:K12598,,,
ko03009 Ribosome biogenesis,ko:K12619,,,
ko03009 Ribosome biogenesis,ko:K13525,,,
ko03009 Ribosome biogenesis,ko:K14016,,,
ko03009 Ribosome biogenesis,ko:K14563,,,
ko03009 Ribosome biogenesis,ko:K14564,,,
ko03009 Ribosome biogenesis,ko:K14565,,,
ko03009 Ribosome biogenesis,ko:K14560,,,
ko03009 Ribosome biogenesis,ko:K14558,,,
ko03009 Ribosome biogenesis,ko:K14766,,,
ko03009 Ribosome biogenesis,ko:K14556,,,
ko03009 Ribosome biogenesis,ko:K14567,,,
ko03009 Ribosome biogenesis,ko:K14549,,,
ko03009 Ribosome biogenesis,ko:K14553,,,
ko03009 Ribosome biogenesis,ko:K14771,,,
ko03009 Ribosome biogenesis,ko:K14554,,,
ko03009 Ribosome biogenesis,ko:K14566,,,
ko03009 Ribosome biogenesis,ko:K14775,,,
ko03009 Ribosome biogenesis,ko:K14777,,,
ko03009 Ribosome biogenesis,ko:K14780,,,
ko03009 Ribosome biogenesis,ko:K14782,,,
ko03009 Ribosome biogenesis,ko:K14787,,,
ko03009 Ribosome biogenesis,ko:K14521,,,
ko03009 Ribosome biogenesis,ko:K14788,,,
ko03009 Ribosome biogenesis,ko:K14791,,,
ko03009 Ribosome biogenesis,ko:K14792,,,
ko03009 Ribosome biogenesis,ko:K14794,,,
ko03009 Ribosome biogenesis,ko:K14795,,,
ko03009 Ribosome biogenesis,ko:K14758,,,
ko03009 Ribosome biogenesis,ko:K14191,,,
ko03009 Ribosome biogenesis,ko:K14797,,,
ko03009 Ribosome biogenesis,ko:K14798,,,
ko03009 Ribosome biogenesis,ko:K14799,,,
ko03009 Ribosome biogenesis,ko:K14801,,,
ko03009 Ribosome biogenesis,ko:K14290,,,
ko03009 Ribosome biogenesis,ko:K14293,,,
ko03009 Ribosome biogenesis,ko:K14802,,,
