BRITE,KO,,,
ko03041 Spliceosome,ko:K13216,,,
ko03041 Spliceosome,ko:K14944,,,
ko03041 Spliceosome,ko:K14947,,,
ko03041 Spliceosome,ko:K15409,,,
ko03041 Spliceosome,ko:K17642,,,
ko03041 Spliceosome,ko:K18328,,,
ko03041 Spliceosome,ko:K20099,,,
ko03110 Chaperones and folding catalysts,ko:K04079,,,
ko03110 Chaperones and folding catalysts,ko:K03283,,,
ko03110 Chaperones and folding catalysts,ko:K09542,,,
ko03110 Chaperones and folding catalysts,ko:K04455,,,
ko03110 Chaperones and folding catalysts,ko:K09543,,,
ko03110 Chaperones and folding catalysts,ko:K09545,,,
ko03110 Chaperones and folding catalysts,ko:K01279,,,
ko03110 Chaperones and folding catalysts,ko:K01280,,,
ko03110 Chaperones and folding catalysts,ko:K01275,,,
ko03110 Chaperones and folding catalysts,ko:K01363,,,
ko03110 Chaperones and folding catalysts,ko:K01371,,,
ko03110 Chaperones and folding catalysts,ko:K01365,,,
ko03110 Chaperones and folding catalysts,ko:K01368,,,
ko03110 Chaperones and folding catalysts,ko:K02108,,,
ko03110 Chaperones and folding catalysts,ko:K03695,,,
ko03110 Chaperones and folding catalysts,ko:K03696,,,
ko03110 Chaperones and folding catalysts,ko:K03544,,,
ko03110 Chaperones and folding catalysts,ko:K03686,,,
ko03110 Chaperones and folding catalysts,ko:K03687,,,
ko03110 Chaperones and folding catalysts,ko:K03798,,,
ko03110 Chaperones and folding catalysts,ko:K03767,,,
ko03110 Chaperones and folding catalysts,ko:K03768,,,
ko03110 Chaperones and folding catalysts,ko:K03770,,,
ko03110 Chaperones and folding catalysts,ko:K03772,,,
ko03110 Chaperones and folding catalysts,ko:K03773,,,
ko03110 Chaperones and folding catalysts,ko:K03769,,,
ko03110 Chaperones and folding catalysts,ko:K03671,,,
ko03110 Chaperones and folding catalysts,ko:K03676,,,
ko03110 Chaperones and folding catalysts,ko:K04043,,,
ko03110 Chaperones and folding catalysts,ko:K04077,,,
ko03110 Chaperones and folding catalysts,ko:K04080,,,
ko03110 Chaperones and folding catalysts,ko:K04078,,,
ko03110 Chaperones and folding catalysts,ko:K04771,,,
ko03110 Chaperones and folding catalysts,ko:K05864,,,
ko03110 Chaperones and folding catalysts,ko:K08054,,,
ko03110 Chaperones and folding catalysts,ko:K08057,,,
ko03110 Chaperones and folding catalysts,ko:K08654,,,
ko03110 Chaperones and folding catalysts,ko:K08571,,,
ko03110 Chaperones and folding catalysts,ko:K08779,,,
ko03110 Chaperones and folding catalysts,ko:K09485,,,
ko03110 Chaperones and folding catalysts,ko:K09486,,,
ko03110 Chaperones and folding catalysts,ko:K09487,,,
ko03110 Chaperones and folding catalysts,ko:K09488,,,
ko03110 Chaperones and folding catalysts,ko:K09489,,,
ko03110 Chaperones and folding catalysts,ko:K09490,,,
ko03110 Chaperones and folding catalysts,ko:K09493,,,
ko03110 Chaperones and folding catalysts,ko:K09494,,,
ko03110 Chaperones and folding catalysts,ko:K09495,,,
ko03110 Chaperones and folding catalysts,ko:K09496,,,
ko03110 Chaperones and folding catalysts,ko:K09497,,,
ko03110 Chaperones and folding catalysts,ko:K09498,,,
ko03110 Chaperones and folding catalysts,ko:K09499,,,
ko03110 Chaperones and folding catalysts,ko:K09500,,,
ko03110 Chaperones and folding catalysts,ko:K09502,,,
ko03110 Chaperones and folding catalysts,ko:K09503,,,
ko03110 Chaperones and folding catalysts,ko:K09506,,,
ko03110 Chaperones and folding catalysts,ko:K09507,,,
ko03110 Chaperones and folding catalysts,ko:K09508,,,
ko03110 Chaperones and folding catalysts,ko:K09510,,,
ko03110 Chaperones and folding catalysts,ko:K09511,,,
ko03110 Chaperones and folding catalysts,ko:K09512,,,
ko03110 Chaperones and folding catalysts,ko:K09517,,,
ko03110 Chaperones and folding catalysts,ko:K09522,,,
ko03110 Chaperones and folding catalysts,ko:K09523,,,
ko03110 Chaperones and folding catalysts,ko:K09527,,,
ko03110 Chaperones and folding catalysts,ko:K09530,,,
ko03110 Chaperones and folding catalysts,ko:K09534,,,
ko03110 Chaperones and folding catalysts,ko:K09536,,,
ko03110 Chaperones and folding catalysts,ko:K09540,,,
ko03110 Chaperones and folding catalysts,ko:K09550,,,
ko03110 Chaperones and folding catalysts,ko:K08956,,,
ko03110 Chaperones and folding catalysts,ko:K09553,,,
ko03110 Chaperones and folding catalysts,ko:K09557,,,
ko03110 Chaperones and folding catalysts,ko:K09560,,,
ko03110 Chaperones and folding catalysts,ko:K09565,,,
ko03110 Chaperones and folding catalysts,ko:K09568,,,
ko03110 Chaperones and folding catalysts,ko:K09569,,,
ko03110 Chaperones and folding catalysts,ko:K09571,,,
ko03110 Chaperones and folding catalysts,ko:K09572,,,
ko03110 Chaperones and folding catalysts,ko:K09576,,,
ko03110 Chaperones and folding catalysts,ko:K09577,,,
ko03110 Chaperones and folding catalysts,ko:K09578,,,
ko03110 Chaperones and folding catalysts,ko:K09580,,,
ko03110 Chaperones and folding catalysts,ko:K09582,,,
ko03110 Chaperones and folding catalysts,ko:K09584,,,
ko03110 Chaperones and folding catalysts,ko:K12373,,,
ko03110 Chaperones and folding catalysts,ko:K12737,,,
ko03110 Chaperones and folding catalysts,ko:K13993,,,
ko03110 Chaperones and folding catalysts,ko:K13289,,,
ko03110 Chaperones and folding catalysts,ko:K13984,,,
ko03110 Chaperones and folding catalysts,ko:K14645,,,
ko03110 Chaperones and folding catalysts,ko:K19372,,,
ko03110 Chaperones and folding catalysts,ko:K19369,,,
ko03110 Chaperones and folding catalysts,ko:K21804,,,
ko03110 Chaperones and folding catalysts,ko:K21805,,,
ko03110 Chaperones and folding catalysts,ko:K21991,,,
ko03029 Mitochondrial biogenesis,ko:K03283,,,
ko03029 Mitochondrial biogenesis,ko:K05692,,,
ko03029 Mitochondrial biogenesis,ko:K04079,,,
ko03029 Mitochondrial biogenesis,ko:K00412,,,
ko03029 Mitochondrial biogenesis,ko:K01412,,,
ko03029 Mitochondrial biogenesis,ko:K01410,,,
ko03029 Mitochondrial biogenesis,ko:K01866,,,
ko03029 Mitochondrial biogenesis,ko:K01869,,,
ko03029 Mitochondrial biogenesis,ko:K01876,,,
ko03029 Mitochondrial biogenesis,ko:K01880,,,
ko03029 Mitochondrial biogenesis,ko:K01887,,,
ko03029 Mitochondrial biogenesis,ko:K02256,,,
ko03029 Mitochondrial biogenesis,ko:K02261,,,
ko03029 Mitochondrial biogenesis,ko:K02520,,,
ko03029 Mitochondrial biogenesis,ko:K02357,,,
ko03029 Mitochondrial biogenesis,ko:K02358,,,
ko03029 Mitochondrial biogenesis,ko:K02355,,,
ko03029 Mitochondrial biogenesis,ko:K02433,,,
ko03029 Mitochondrial biogenesis,ko:K02258,,,
ko03029 Mitochondrial biogenesis,ko:K03595,,,
ko03029 Mitochondrial biogenesis,ko:K03687,,,
ko03029 Mitochondrial biogenesis,ko:K03686,,,
ko03029 Mitochondrial biogenesis,ko:K04043,,,
ko03029 Mitochondrial biogenesis,ko:K04077,,,
ko03029 Mitochondrial biogenesis,ko:K04078,,,
ko03029 Mitochondrial biogenesis,ko:K04498,,,
ko03029 Mitochondrial biogenesis,ko:K04533,,,
ko03029 Mitochondrial biogenesis,ko:K04725,,,
ko03029 Mitochondrial biogenesis,ko:K04678,,,
ko03029 Mitochondrial biogenesis,ko:K05863,,,
ko03029 Mitochondrial biogenesis,ko:K05862,,,
ko03029 Mitochondrial biogenesis,ko:K07198,,,
ko03029 Mitochondrial biogenesis,ko:K08675,,,
ko03029 Mitochondrial biogenesis,ko:K08900,,,
ko03029 Mitochondrial biogenesis,ko:K08334,,,
ko03029 Mitochondrial biogenesis,ko:K08341,,,
ko03029 Mitochondrial biogenesis,ko:K08332,,,
ko03029 Mitochondrial biogenesis,ko:K08269,,,
ko03029 Mitochondrial biogenesis,ko:K09503,,,
ko03029 Mitochondrial biogenesis,ko:K09650,,,
ko03029 Mitochondrial biogenesis,ko:K10357,,,
ko03029 Mitochondrial biogenesis,ko:K10591,,,
ko03029 Mitochondrial biogenesis,ko:K11238,,,
ko03029 Mitochondrial biogenesis,ko:K12160,,,
ko03029 Mitochondrial biogenesis,ko:K13185,,,
ko03029 Mitochondrial biogenesis,ko:K14525,,,
ko03029 Mitochondrial biogenesis,ko:K14381,,,
ko03029 Mitochondrial biogenesis,ko:K15113,,,
ko03029 Mitochondrial biogenesis,ko:K15255,,,
ko03029 Mitochondrial biogenesis,ko:K15040,,,
ko03029 Mitochondrial biogenesis,ko:K15041,,,
ko03029 Mitochondrial biogenesis,ko:K14998,,,
ko03029 Mitochondrial biogenesis,ko:K17065,,,
ko03029 Mitochondrial biogenesis,ko:K17080,,,
ko03029 Mitochondrial biogenesis,ko:K17081,,,
ko03029 Mitochondrial biogenesis,ko:K17710,,,
ko03029 Mitochondrial biogenesis,ko:K17675,,,
ko03029 Mitochondrial biogenesis,ko:K17679,,,
ko03029 Mitochondrial biogenesis,ko:K17681,,,
ko03029 Mitochondrial biogenesis,ko:K17768,,,
ko03029 Mitochondrial biogenesis,ko:K17780,,,
ko03029 Mitochondrial biogenesis,ko:K17783,,,
ko03029 Mitochondrial biogenesis,ko:K17784,,,
ko03029 Mitochondrial biogenesis,ko:K17792,,,
ko03029 Mitochondrial biogenesis,ko:K17795,,,
ko03029 Mitochondrial biogenesis,ko:K17803,,,
ko03029 Mitochondrial biogenesis,ko:K17804,,,
ko03029 Mitochondrial biogenesis,ko:K17732,,,
ko03029 Mitochondrial biogenesis,ko:K18160,,,
ko03029 Mitochondrial biogenesis,ko:K18167,,,
ko03029 Mitochondrial biogenesis,ko:K17964,,,
ko03029 Mitochondrial biogenesis,ko:K17973,,,
ko03029 Mitochondrial biogenesis,ko:K17944,,,
ko03029 Mitochondrial biogenesis,ko:K17900,,,
ko03029 Mitochondrial biogenesis,ko:K17987,,,
ko03029 Mitochondrial biogenesis,ko:K18798,,,
ko03029 Mitochondrial biogenesis,ko:K19612,,,
ko03029 Mitochondrial biogenesis,ko:K18914,,,
ko03029 Mitochondrial biogenesis,ko:K21594,,,
ko03029 Mitochondrial biogenesis,ko:K21969,,,
ko03029 Mitochondrial biogenesis,ko:K21970,,,
ko03029 Mitochondrial biogenesis,ko:K22138,,,
ko03029 Mitochondrial biogenesis,ko:K22139,,,
ko03029 Mitochondrial biogenesis,ko:K22068,,,
ko03029 Mitochondrial biogenesis,ko:K22071,,,
ko03029 Mitochondrial biogenesis,ko:K22072,,,
ko03029 Mitochondrial biogenesis,ko:K22074,,,
ko03400 DNA repair and recombination proteins,ko:K03010,,,
ko03400 DNA repair and recombination proteins,ko:K00525,,,
ko03400 DNA repair and recombination proteins,ko:K01142,,,
ko03400 DNA repair and recombination proteins,ko:K01669,,,
ko03400 DNA repair and recombination proteins,ko:K02327,,,
ko03400 DNA repair and recombination proteins,ko:K02328,,,
ko03400 DNA repair and recombination proteins,ko:K02324,,,
ko03400 DNA repair and recombination proteins,ko:K02325,,,
ko03400 DNA repair and recombination proteins,ko:K02831,,,
ko03400 DNA repair and recombination proteins,ko:K02349,,,
ko03400 DNA repair and recombination proteins,ko:K02335,,,
ko03400 DNA repair and recombination proteins,ko:K03006,,,
ko03400 DNA repair and recombination proteins,ko:K03013,,,
ko03400 DNA repair and recombination proteins,ko:K03014,,,
ko03400 DNA repair and recombination proteins,ko:K03015,,,
ko03400 DNA repair and recombination proteins,ko:K03043,,,
ko03400 DNA repair and recombination proteins,ko:K03040,,,
ko03400 DNA repair and recombination proteins,ko:K03060,,,
ko03400 DNA repair and recombination proteins,ko:K03648,,,
ko03400 DNA repair and recombination proteins,ko:K03660,,,
ko03400 DNA repair and recombination proteins,ko:K03165,,,
ko03400 DNA repair and recombination proteins,ko:K03515,,,
ko03400 DNA repair and recombination proteins,ko:K03530,,,
ko03400 DNA repair and recombination proteins,ko:K03654,,,
ko03400 DNA repair and recombination proteins,ko:K04802,,,
ko03400 DNA repair and recombination proteins,ko:K04799,,,
ko03400 DNA repair and recombination proteins,ko:K03868,,,
ko03400 DNA repair and recombination proteins,ko:K03869,,,
ko03400 DNA repair and recombination proteins,ko:K04482,,,
ko03400 DNA repair and recombination proteins,ko:K06642,,,
ko03400 DNA repair and recombination proteins,ko:K06640,,,
ko03400 DNA repair and recombination proteins,ko:K06641,,,
ko03400 DNA repair and recombination proteins,ko:K06630,,,
ko03400 DNA repair and recombination proteins,ko:K08073,,,
ko03400 DNA repair and recombination proteins,ko:K07466,,,
ko03400 DNA repair and recombination proteins,ko:K08735,,,
ko03400 DNA repair and recombination proteins,ko:K08737,,,
ko03400 DNA repair and recombination proteins,ko:K08862,,,
ko03400 DNA repair and recombination proteins,ko:K08857,,,
ko03400 DNA repair and recombination proteins,ko:K10610,,,
ko03400 DNA repair and recombination proteins,ko:K10683,,,
ko03400 DNA repair and recombination proteins,ko:K10595,,,
ko03400 DNA repair and recombination proteins,ko:K10573,,,
ko03400 DNA repair and recombination proteins,ko:K10599,,,
ko03400 DNA repair and recombination proteins,ko:K10771,,,
ko03400 DNA repair and recombination proteins,ko:K10747,,,
ko03400 DNA repair and recombination proteins,ko:K10802,,,
ko03400 DNA repair and recombination proteins,ko:K10798,,,
ko03400 DNA repair and recombination proteins,ko:K10839,,,
ko03400 DNA repair and recombination proteins,ko:K10840,,,
ko03400 DNA repair and recombination proteins,ko:K10841,,,
ko03400 DNA repair and recombination proteins,ko:K10739,,,
ko03400 DNA repair and recombination proteins,ko:K10846,,,
ko03400 DNA repair and recombination proteins,ko:K10754,,,
ko03400 DNA repair and recombination proteins,ko:K10755,,,
ko03400 DNA repair and recombination proteins,ko:K10756,,,
ko03400 DNA repair and recombination proteins,ko:K10746,,,
ko03400 DNA repair and recombination proteins,ko:K10875,,,
ko03400 DNA repair and recombination proteins,ko:K10900,,,
ko03400 DNA repair and recombination proteins,ko:K10901,,,
ko03400 DNA repair and recombination proteins,ko:K10882,,,
ko03400 DNA repair and recombination proteins,ko:K10777,,,
ko03400 DNA repair and recombination proteins,ko:K10886,,,
ko03400 DNA repair and recombination proteins,ko:K10807,,,
ko03400 DNA repair and recombination proteins,ko:K10808,,,
ko03400 DNA repair and recombination proteins,ko:K12196,,,
ko03400 DNA repair and recombination proteins,ko:K12862,,,
ko03400 DNA repair and recombination proteins,ko:K13960,,,
ko03400 DNA repair and recombination proteins,ko:K15083,,,
ko03400 DNA repair and recombination proteins,ko:K15076,,,
ko03400 DNA repair and recombination proteins,ko:K15423,,,
ko03400 DNA repair and recombination proteins,ko:K15502,,,
ko03400 DNA repair and recombination proteins,ko:K15503,,,
ko03400 DNA repair and recombination proteins,ko:K15505,,,
ko03400 DNA repair and recombination proteins,ko:K15711,,,
ko03400 DNA repair and recombination proteins,ko:K16197,,,
ko03400 DNA repair and recombination proteins,ko:K19619,,,
ko03400 DNA repair and recombination proteins,ko:K19596,,,
ko03400 DNA repair and recombination proteins,ko:K20777,,,
ko03400 DNA repair and recombination proteins,ko:K20879,,,
ko03400 DNA repair and recombination proteins,ko:K21411,,,
ko01009 Protein phosphatases and associated proteins,ko:K02932,,,
ko01009 Protein phosphatases and associated proteins,ko:K04079,,,
ko01009 Protein phosphatases and associated proteins,ko:K03283,,,
ko01009 Protein phosphatases and associated proteins,ko:K00850,,,
ko01009 Protein phosphatases and associated proteins,ko:K01251,,,
ko01009 Protein phosphatases and associated proteins,ko:K01079,,,
ko01009 Protein phosphatases and associated proteins,ko:K02183,,,
ko01009 Protein phosphatases and associated proteins,ko:K03238,,,
ko01009 Protein phosphatases and associated proteins,ko:K03353,,,
ko01009 Protein phosphatases and associated proteins,ko:K04608,,,
ko01009 Protein phosphatases and associated proteins,ko:K04382,,,
ko01009 Protein phosphatases and associated proteins,ko:K04348,,,
ko01009 Protein phosphatases and associated proteins,ko:K04460,,,
ko01009 Protein phosphatases and associated proteins,ko:K04457,,,
ko01009 Protein phosphatases and associated proteins,ko:K04461,,,
ko01009 Protein phosphatases and associated proteins,ko:K04459,,,
ko01009 Protein phosphatases and associated proteins,ko:K05016,,,
ko01009 Protein phosphatases and associated proteins,ko:K04958,,,
ko01009 Protein phosphatases and associated proteins,ko:K04960,,,
ko01009 Protein phosphatases and associated proteins,ko:K05766,,,
ko01009 Protein phosphatases and associated proteins,ko:K06269,,,
ko01009 Protein phosphatases and associated proteins,ko:K06268,,,
ko01009 Protein phosphatases and associated proteins,ko:K06639,,,
ko01009 Protein phosphatases and associated proteins,ko:K07189,,,
ko01009 Protein phosphatases and associated proteins,ko:K08073,,,
ko01009 Protein phosphatases and associated proteins,ko:K08889,,,
ko01009 Protein phosphatases and associated proteins,ko:K08867,,,
ko01009 Protein phosphatases and associated proteins,ko:K11481,,,
ko01009 Protein phosphatases and associated proteins,ko:K11479,,,
ko01009 Protein phosphatases and associated proteins,ko:K11498,,,
ko01009 Protein phosphatases and associated proteins,ko:K11446,,,
ko01009 Protein phosphatases and associated proteins,ko:K11583,,,
ko01009 Protein phosphatases and associated proteins,ko:K11584,,,
ko01009 Protein phosphatases and associated proteins,ko:K13216,,,
ko01009 Protein phosphatases and associated proteins,ko:K13807,,,
ko01009 Protein phosphatases and associated proteins,ko:K14806,,,
ko01009 Protein phosphatases and associated proteins,ko:K14803,,,
ko01009 Protein phosphatases and associated proteins,ko:K14165,,,
ko01009 Protein phosphatases and associated proteins,ko:K15502,,,
ko01009 Protein phosphatases and associated proteins,ko:K15423,,,
ko01009 Protein phosphatases and associated proteins,ko:K15503,,,
ko01009 Protein phosphatases and associated proteins,ko:K14819,,,
ko01009 Protein phosphatases and associated proteins,ko:K16910,,,
ko01009 Protein phosphatases and associated proteins,ko:K15731,,,
ko01009 Protein phosphatases and associated proteins,ko:K17453,,,
ko01009 Protein phosphatases and associated proteins,ko:K17495,,,
ko01009 Protein phosphatases and associated proteins,ko:K17570,,,
ko01009 Protein phosphatases and associated proteins,ko:K17576,,,
ko01009 Protein phosphatases and associated proteins,ko:K17579,,,
ko01009 Protein phosphatases and associated proteins,ko:K17580,,,
ko01009 Protein phosphatases and associated proteins,ko:K17582,,,
ko01009 Protein phosphatases and associated proteins,ko:K17592,,,
ko01009 Protein phosphatases and associated proteins,ko:K17593,,,
ko01009 Protein phosphatases and associated proteins,ko:K17605,,,
ko01009 Protein phosphatases and associated proteins,ko:K17608,,,
ko01009 Protein phosphatases and associated proteins,ko:K17609,,,
ko01009 Protein phosphatases and associated proteins,ko:K17499,,,
ko01009 Protein phosphatases and associated proteins,ko:K17500,,,
ko01009 Protein phosphatases and associated proteins,ko:K17505,,,
ko01009 Protein phosphatases and associated proteins,ko:K17506,,,
ko01009 Protein phosphatases and associated proteins,ko:K17508,,,
ko01009 Protein phosphatases and associated proteins,ko:K17509,,,
ko01009 Protein phosphatases and associated proteins,ko:K17614,,,
ko01009 Protein phosphatases and associated proteins,ko:K18081,,,
ko01009 Protein phosphatases and associated proteins,ko:K18061,,,
ko01009 Protein phosphatases and associated proteins,ko:K18065,,,
ko01009 Protein phosphatases and associated proteins,ko:K17616,,,
ko01009 Protein phosphatases and associated proteins,ko:K19704,,,
ko01009 Protein phosphatases and associated proteins,ko:K18999,,,
ko01009 Protein phosphatases and associated proteins,ko:K19269,,,
ko01009 Protein phosphatases and associated proteins,ko:K20216,,,
ko01009 Protein phosphatases and associated proteins,ko:K21814,,,
ko01009 Protein phosphatases and associated proteins,ko:K21278,,,
ko01009 Protein phosphatases and associated proteins,ko:K21946,,,
ko03016 Transfer RNA biogenesisæ,ko:K03231,,,
ko03016 Transfer RNA biogenesisæ,ko:K00784,,,
ko03016 Transfer RNA biogenesisæ,ko:K01166,,,
ko03016 Transfer RNA biogenesisæ,ko:K01008,,,
ko03016 Transfer RNA biogenesisæ,ko:K01082,,,
ko03016 Transfer RNA biogenesisæ,ko:K01409,,,
ko03016 Transfer RNA biogenesisæ,ko:K01885,,,
ko03016 Transfer RNA biogenesisæ,ko:K01881,,,
ko03016 Transfer RNA biogenesisæ,ko:K01870,,,
ko03016 Transfer RNA biogenesisæ,ko:K01869,,,
ko03016 Transfer RNA biogenesisæ,ko:K01874,,,
ko03016 Transfer RNA biogenesisæ,ko:K01886,,,
ko03016 Transfer RNA biogenesisæ,ko:K01887,,,
ko03016 Transfer RNA biogenesisæ,ko:K01876,,,
ko03016 Transfer RNA biogenesisæ,ko:K01872,,,
ko03016 Transfer RNA biogenesisæ,ko:K01893,,,
ko03016 Transfer RNA biogenesisæ,ko:K01880,,,
ko03016 Transfer RNA biogenesisæ,ko:K01868,,,
ko03016 Transfer RNA biogenesisæ,ko:K01875,,,
ko03016 Transfer RNA biogenesisæ,ko:K01883,,,
ko03016 Transfer RNA biogenesisæ,ko:K01873,,,
ko03016 Transfer RNA biogenesisæ,ko:K01889,,,
ko03016 Transfer RNA biogenesisæ,ko:K01890,,,
ko03016 Transfer RNA biogenesisæ,ko:K01866,,,
ko03016 Transfer RNA biogenesisæ,ko:K01867,,,
ko03016 Transfer RNA biogenesisæ,ko:K04567,,,
ko03016 Transfer RNA biogenesisæ,ko:K05542,,,
ko03016 Transfer RNA biogenesisæ,ko:K05544,,,
ko03016 Transfer RNA biogenesisæ,ko:K05545,,,
ko03016 Transfer RNA biogenesisæ,ko:K06173,,,
ko03016 Transfer RNA biogenesisæ,ko:K06177,,,
ko03016 Transfer RNA biogenesisæ,ko:K07936,,,
ko03016 Transfer RNA biogenesisæ,ko:K08876,,,
ko03016 Transfer RNA biogenesisæ,ko:K10669,,,
ko03016 Transfer RNA biogenesisæ,ko:K10770,,,
ko03016 Transfer RNA biogenesisæ,ko:K11374,,,
ko03016 Transfer RNA biogenesisæ,ko:K13177,,,
ko03016 Transfer RNA biogenesisæ,ko:K12598,,,
ko03016 Transfer RNA biogenesisæ,ko:K12619,,,
ko03016 Transfer RNA biogenesisæ,ko:K14525,,,
ko03016 Transfer RNA biogenesisæ,ko:K14415,,,
ko03016 Transfer RNA biogenesisæ,ko:K14290,,,
ko03016 Transfer RNA biogenesisæ,ko:K14163,,,
ko03016 Transfer RNA biogenesisæ,ko:K14758,,,
ko03016 Transfer RNA biogenesisæ,ko:K15322,,,
ko03016 Transfer RNA biogenesisæ,ko:K15436,,,
ko03016 Transfer RNA biogenesisæ,ko:K15437,,,
ko03016 Transfer RNA biogenesisæ,ko:K15439,,,
ko03016 Transfer RNA biogenesisæ,ko:K15332,,,
ko03016 Transfer RNA biogenesisæ,ko:K15331,,,
ko03016 Transfer RNA biogenesisæ,ko:K15333,,,
ko03016 Transfer RNA biogenesisæ,ko:K15334,,,
ko03016 Transfer RNA biogenesisæ,ko:K15335,,,
ko03016 Transfer RNA biogenesisæ,ko:K15446,,,
ko03016 Transfer RNA biogenesisæ,ko:K15449,,,
ko03016 Transfer RNA biogenesisæ,ko:K15451,,,
ko03016 Transfer RNA biogenesisæ,ko:K15407,,,
ko03016 Transfer RNA biogenesisæ,ko:K15865,,,
ko03016 Transfer RNA biogenesisæ,ko:K17710,,,
ko03016 Transfer RNA biogenesisæ,ko:K18066,,,
ko03016 Transfer RNA biogenesisæ,ko:K22503,,,
ko03016 Transfer RNA biogenesisæ,ko:K21969,,,
ko03016 Transfer RNA biogenesisæ,ko:K21971,,,
ko03016 Transfer RNA biogenesisæ,ko:K22132,,,
ko04040 Ion channels,ko:K03440,,,
ko04040 Ion channels,ko:K04805,,,
ko04040 Ion channels,ko:K04832,,,
ko04040 Ion channels,ko:K05193,,,
ko04040 Ion channels,ko:K05195,,,
ko04040 Ion channels,ko:K05218,,,
ko04040 Ion channels,ko:K04958,,,
ko04040 Ion channels,ko:K04960,,,
ko04040 Ion channels,ko:K04837,,,
ko04040 Ion channels,ko:K04851,,,
ko04040 Ion channels,ko:K04853,,,
ko04040 Ion channels,ko:K04854,,,
ko04040 Ion channels,ko:K04855,,,
ko04040 Ion channels,ko:K04856,,,
ko04040 Ion channels,ko:K04857,,,
ko04040 Ion channels,ko:K04860,,,
ko04040 Ion channels,ko:K04874,,,
ko04040 Ion channels,ko:K04885,,,
ko04040 Ion channels,ko:K04886,,,
ko04040 Ion channels,ko:K04904,,,
ko04040 Ion channels,ko:K04905,,,
ko04040 Ion channels,ko:K04908,,,
ko04040 Ion channels,ko:K04909,,,
ko04040 Ion channels,ko:K04911,,,
ko04040 Ion channels,ko:K04936,,,
ko04040 Ion channels,ko:K04946,,,
ko04040 Ion channels,ko:K05389,,,
ko04040 Ion channels,ko:K05005,,,
ko04040 Ion channels,ko:K05330,,,
ko04040 Ion channels,ko:K04984,,,
ko04040 Ion channels,ko:K04967,,,
ko04040 Ion channels,ko:K04986,,,
ko04040 Ion channels,ko:K04990,,,
ko04040 Ion channels,ko:K04948,,,
ko04040 Ion channels,ko:K04949,,,
ko04040 Ion channels,ko:K04950,,,
ko04040 Ion channels,ko:K04951,,,
ko04040 Ion channels,ko:K04955,,,
ko04040 Ion channels,ko:K04956,,,
ko04040 Ion channels,ko:K04957,,,
ko04040 Ion channels,ko:K05012,,,
ko04040 Ion channels,ko:K05015,,,
ko04040 Ion channels,ko:K05016,,,
ko04040 Ion channels,ko:K05862,,,
ko04040 Ion channels,ko:K15040,,,
ko04040 Ion channels,ko:K15041,,,
ko04040 Ion channels,ko:K16891,,,
ko04040 Ion channels,ko:K16892,,,
ko04040 Ion channels,ko:K16900,,,
ko04040 Ion channels,ko:K19497,,,
ko04040 Ion channels,ko:K19498,,,
ko04040 Ion channels,ko:K19499,,,
ko04040 Ion channels,ko:K19480,,,
ko04040 Ion channels,ko:K19501,,,
ko04040 Ion channels,ko:K19327,,,
ko00194 Photosynthesis proteinsæ,ko:K02114,,,
ko00194 Photosynthesis proteinsæ,ko:K02112,,,
ko00194 Photosynthesis proteinsæ,ko:K02115,,,
ko00194 Photosynthesis proteinsæ,ko:K02111,,,
ko00194 Photosynthesis proteinsæ,ko:K02113,,,
ko00194 Photosynthesis proteinsæ,ko:K02109,,,
ko00194 Photosynthesis proteinsæ,ko:K02110,,,
ko00194 Photosynthesis proteinsæ,ko:K02108,,,
ko00194 Photosynthesis proteinsæ,ko:K02703,,,
ko00194 Photosynthesis proteinsæ,ko:K02706,,,
ko00194 Photosynthesis proteinsæ,ko:K02705,,,
ko00194 Photosynthesis proteinsæ,ko:K02704,,,
ko00194 Photosynthesis proteinsæ,ko:K02707,,,
ko00194 Photosynthesis proteinsæ,ko:K02714,,,
ko00194 Photosynthesis proteinsæ,ko:K02723,,,
ko00194 Photosynthesis proteinsæ,ko:K02716,,,
ko00194 Photosynthesis proteinsæ,ko:K02717,,,
ko00194 Photosynthesis proteinsæ,ko:K02721,,,
ko00194 Photosynthesis proteinsæ,ko:K02720,,,
ko00194 Photosynthesis proteinsæ,ko:K02719,,,
ko00194 Photosynthesis proteinsæ,ko:K02689,,,
ko00194 Photosynthesis proteinsæ,ko:K02690,,,
ko00194 Photosynthesis proteinsæ,ko:K02692,,,
ko00194 Photosynthesis proteinsæ,ko:K02693,,,
ko00194 Photosynthesis proteinsæ,ko:K02694,,,
ko00194 Photosynthesis proteinsæ,ko:K02698,,,
ko00194 Photosynthesis proteinsæ,ko:K02699,,,
ko00194 Photosynthesis proteinsæ,ko:K02695,,,
ko00194 Photosynthesis proteinsæ,ko:K02701,,,
ko00194 Photosynthesis proteinsæ,ko:K02634,,,
ko00194 Photosynthesis proteinsæ,ko:K02636,,,
ko00194 Photosynthesis proteinsæ,ko:K02637,,,
ko00194 Photosynthesis proteinsæ,ko:K02638,,,
ko00194 Photosynthesis proteinsæ,ko:K02639,,,
ko00194 Photosynthesis proteinsæ,ko:K02641,,,
ko00194 Photosynthesis proteinsæ,ko:K03541,,,
ko00194 Photosynthesis proteinsæ,ko:K03689,,,
ko00194 Photosynthesis proteinsæ,ko:K08901,,,
ko00194 Photosynthesis proteinsæ,ko:K08905,,,
